"No","Time","Source","Destination","Protocol","Length","Info","cat",""
"2091","49,439,263","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [ACK] Seq=21745 Ack=43 Win=65536 Len=1208 TSval=825599862 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2092","49,439,264","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [PSH, ACK] Seq=22953 Ack=43 Win=65536 Len=1208 TSval=825599862 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2093","49,439,306","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2094","49,439,334","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2095","49,448,418","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=1 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2096","49,448,419","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=1209 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2097","49,448,420","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=2417 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2098","49,448,420","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=3625 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2099","49,448,421","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=4833 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2100","49,448,421","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=6041 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2101","49,448,422","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=7249 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2102","49,448,423","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=8457 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2103","49,448,423","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=9665 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2104","49,448,424","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=10873 Ack=42 Win=65536 Len=1208 TSval=2468988422 TSecr=193216562 [TCP segment of a reassembled PDU]","Normal",""
"2105","49,448,424","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [ACK] Seq=24161 Ack=42 Win=65536 Len=1208 TSval=3213008102 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2106","49,448,425","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [PSH, ACK] Seq=25369 Ack=42 Win=65536 Len=1208 TSval=3213008102 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2107","49,448,520","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","49294 → http(80) [ACK] Seq=42 Ack=12081 Win=118976 Len=0 TSval=193216750 TSecr=2468988422","Normal",""
"2108","49,448,564","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2109","49,448,577","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2110","49,448,590","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","[TCP Window Update] 49294 → http(80) [ACK] Seq=42 Ack=12081 Win=131072 Len=0 TSval=193216750 TSecr=2468988422","Normal",""
"2111","49,449,792","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [ACK] Seq=24161 Ack=43 Win=65536 Len=1208 TSval=825599872 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2112","49,449,793","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [PSH, ACK] Seq=25369 Ack=43 Win=65536 Len=1208 TSval=825599872 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2113","49,449,866","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2114","49,449,888","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2115","49,457,516","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [ACK] Seq=26577 Ack=42 Win=65536 Len=1208 TSval=3213008111 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2116","49,457,517","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [PSH, ACK] Seq=27785 Ack=42 Win=65536 Len=1208 TSval=3213008111 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2117","49,457,590","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2118","49,457,623","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2119","49,459,253","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [ACK] Seq=26577 Ack=43 Win=65536 Len=1208 TSval=825599881 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2120","49,459,255","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [PSH, ACK] Seq=27785 Ack=43 Win=65536 Len=1208 TSval=825599881 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2121","49,459,299","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2122","49,459,329","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2123","49,466,817","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [ACK] Seq=28993 Ack=42 Win=65536 Len=1208 TSval=3213008121 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2124","49,466,818","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [PSH, ACK] Seq=30201 Ack=42 Win=65536 Len=1208 TSval=3213008121 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2125","49,466,926","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2126","49,466,965","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2127","49,468,642","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [ACK] Seq=28993 Ack=43 Win=65536 Len=1208 TSval=825599890 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2128","49,468,643","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [PSH, ACK] Seq=30201 Ack=43 Win=65536 Len=1208 TSval=825599890 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2129","49,468,675","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2130","49,468,685","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2131","49,476,138","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [ACK] Seq=31409 Ack=42 Win=65536 Len=1208 TSval=3213008130 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2132","49,476,140","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [PSH, ACK] Seq=32617 Ack=42 Win=65536 Len=1208 TSval=3213008130 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2133","49,476,181","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2134","49,476,210","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2135","49,477,471","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [ACK] Seq=31409 Ack=43 Win=65536 Len=1208 TSval=825599900 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2136","49,477,473","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [PSH, ACK] Seq=32617 Ack=43 Win=65536 Len=1208 TSval=825599900 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2137","49,477,547","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2138","49,477,578","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2139","49,485,571","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [ACK] Seq=33825 Ack=42 Win=65536 Len=1208 TSval=3213008139 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2140","49,485,573","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49293 [PSH, ACK] Seq=35033 Ack=42 Win=65536 Len=1208 TSval=3213008139 TSecr=443383273 [TCP segment of a reassembled PDU]","Normal",""
"2141","49,485,686","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2142","49,485,727","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2143","49,487,233","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [ACK] Seq=33825 Ack=43 Win=65536 Len=1208 TSval=825599909 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2144","49,487,235","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49292 [PSH, ACK] Seq=35033 Ack=43 Win=65536 Len=1208 TSval=825599909 TSecr=166185207 [TCP segment of a reassembled PDU]","Normal",""
"2145","49,487,278","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2146","49,487,309","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49292 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2147","49,506,989","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","http(80) → 49293 [ACK] Seq=36241 Ack=43 Win=65536 Len=0 TSval=3213008161 TSecr=443383375","Normal",""
"2148","49,507,056","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49293 → http(80) [RST] Seq=43 Win=0 Len=0","Anomaly",""
"2149","49,518,838","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","http(80) → 49295 [ACK] Seq=1 Ack=42 Win=65536 Len=0 TSval=1558907552 TSecr=4097715964","Normal",""
"2150","49,549,149","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","98","49297 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1432 WS=64 TSval=2742892171 TSecr=0 SACK_PERM","Normal",""
"2151","49,549,203","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","49294 → http(80) [FIN, ACK] Seq=42 Ack=12081 Win=131072 Len=0 TSval=193216850 TSecr=2468988422","Normal",""
"2152","49,569,077","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [ACK] Seq=1 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2153","49,569,078","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [PSH, ACK] Seq=1209 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2154","49,569,079","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [ACK] Seq=2417 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2155","49,569,080","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [PSH, ACK] Seq=3625 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2156","49,569,082","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [ACK] Seq=4833 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2157","49,569,082","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [PSH, ACK] Seq=6041 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2158","49,569,084","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [ACK] Seq=7249 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2159","49,569,085","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [PSH, ACK] Seq=8457 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2160","49,569,086","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [ACK] Seq=9665 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2161","49,569,087","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49295 [PSH, ACK] Seq=10873 Ack=42 Win=65536 Len=1208 TSval=1558907602 TSecr=4097715964 [TCP segment of a reassembled PDU]","Normal",""
"2162","49,569,088","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","94","http(80) → 49296 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM TSval=2987206173 TSecr=1230513862 WS=256","Normal",""
"2163","49,569,208","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","49295 → http(80) [ACK] Seq=42 Ack=12081 Win=118976 Len=0 TSval=4097716149 TSecr=1558907602","Normal",""
"2164","49,569,284","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","[TCP Window Update] 49295 → http(80) [ACK] Seq=42 Ack=12081 Win=131072 Len=0 TSval=4097716149 TSecr=1558907602","Normal",""
"2165","49,569,299","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","86","49296 → http(80) [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=1230513995 TSecr=2987206173","Normal",""
"2166","49,569,457","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","HTTP","127","GET / HTTP/1.0 ","Normal",""
"2167","49,583,857","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=12081 Ack=42 Win=65536 Len=1208 TSval=2468988559 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2168","49,583,858","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=13289 Ack=42 Win=65536 Len=1208 TSval=2468988559 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2169","49,584,003","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2170","49,588,600","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=14497 Ack=42 Win=65536 Len=1208 TSval=2468988563 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2171","49,588,601","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=15705 Ack=42 Win=65536 Len=1208 TSval=2468988563 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2172","49,588,651","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2173","49,588,682","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2174","49,597,853","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=16913 Ack=42 Win=65536 Len=1208 TSval=2468988573 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2175","49,597,854","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=18121 Ack=42 Win=65536 Len=1208 TSval=2468988573 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2176","49,597,920","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2177","49,597,943","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2178","49,608,082","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=19329 Ack=42 Win=65536 Len=1208 TSval=2468988582 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2179","49,608,083","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=20537 Ack=42 Win=65536 Len=1208 TSval=2468988582 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2180","49,608,158","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2181","49,608,190","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2182","49,617,074","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=21745 Ack=42 Win=65536 Len=1208 TSval=2468988592 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2183","49,617,075","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=22953 Ack=42 Win=65536 Len=1208 TSval=2468988592 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2184","49,617,183","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2185","49,617,233","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2186","49,626,552","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=24161 Ack=42 Win=65536 Len=1208 TSval=2468988601 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2187","49,626,553","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=25369 Ack=42 Win=65536 Len=1208 TSval=2468988601 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2188","49,626,628","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2189","49,626,653","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2190","49,636,109","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=26577 Ack=42 Win=65536 Len=1208 TSval=2468988611 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2191","49,636,111","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=27785 Ack=42 Win=65536 Len=1208 TSval=2468988611 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2192","49,636,246","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2193","49,636,316","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2194","49,645,539","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=28993 Ack=42 Win=65536 Len=1208 TSval=2468988620 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2195","49,645,540","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=30201 Ack=42 Win=65536 Len=1208 TSval=2468988620 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2196","49,645,637","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2197","49,645,700","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
"2198","49,655,052","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [ACK] Seq=31409 Ack=42 Win=65536 Len=1208 TSval=2468988630 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2199","49,655,055","yw-in-f101.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","1294","http(80) → 49294 [PSH, ACK] Seq=32617 Ack=42 Win=65536 Len=1208 TSval=2468988630 TSecr=193216750 [TCP segment of a reassembled PDU]","Normal",""
"2200","49,655,220","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","yw-in-f101.1e100.net","TCP","74","49294 → http(80) [RST] Seq=42 Win=0 Len=0","Anomaly",""
